Paper Title;Year;Author;Publication;Url of paper
Defect detection in composite products based on sparse moving window principal component thermography;2020.0;J Jie, S Dai, B Hou, M Zhang, L Zhou;hindawi.com;https://www.hindawi.com/journals/apt/2020/4682689/
Building defect detection: External versus internal thermography;2016.0;M Fox, S Goodhew, P De Wilde;Elsevier;https://www.sciencedirect.com/science/article/pii/S0360132316302189
Thermographic clustering analysis for defect detection in CFRP structures;2016.0;K Zheng, YS Chang, KH Wang, Y Yao;Elsevier;https://www.sciencedirect.com/science/article/pii/S014294181530088X
Visual-based defect detection and classification approaches for industrial applications—a survey;2020.0;T Czimmermann, G Ciuti, M Milazzo, M Chiurazzi…;mdpi.com;https://www.mdpi.com/658920
Real-time color grading and defect detection of food products;1995.0;WD Daley, R Carey…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/2345/0000/Real-time-color-grading-and-defect-detection-of-food-products/10.1117/12.198894.short
Fabric defect detection based on multi-input neural network;2021.0;J Lin, N Wang, H Zhu, X Zhang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9665111/
Bidirection-Fusion-YOLOv3: An Improved Method for Insulator Defect Detection Using UAV Image;2022.0;Z Yang, Z Xu, Y Wang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9866802/
A deep learning-based model for defect detection in laser-powder bed fusion using in-situ thermographic monitoring;2020.0;H Baumgartl, J Tomas, R Buettner, M Merkel;Springer;https://link.springer.com/article/10.1007/s40964-019-00108-3
An improved YOLOv3 method for PCB surface defect detection;2021.0;Z Lan, Y Hong, Y Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9362675/
Defect detection in textiles using morphological analysis of optimal Gabor wavelet filter response;2009.0;H Alimohamadi, A Ahmadyfard…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4804482/
Research on Image-Based Automatic Wafer Surface Defect Detection Algorithm;2019.0;Y Zhou;joig.org;http://www.joig.org/uploadfile/2019/0627/20190627025803918.pdf
Means of eliminating background effects for defect detection and visualization in infrared thermography;2000.0;YA Plotnikov, N Rajic, WP Winfree;spiedigitallibrary.org;https://www.spiedigitallibrary.org/journals/optical-engineering/volume-39/issue-4/0000/Means-of-eliminating-background-effects-for-defect-detection-and-visualization/10.1117/1.602460.short
Rail defect detection method based on recurrent neural network;2020.0;Q Xu, Q Zhao, G Yu, L Wang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9188823/
TFT-LCD defect blob detection based on sequential defect detection method;2015.0;E Lee, KH Park;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO201514751393408.page
Machine vision based online detection of PCB defect;2021.0;Z Liu, B Qu;Elsevier;https://www.sciencedirect.com/science/article/pii/S0141933120309522
Fabric defect detection in handlooms cottage silk industries using image processing Techniques;2012.0;RS Sabeenian, ME Paramasivam…;Citeseer;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.735.7234&rep=rep1&type=pdf
A comparative study of automated pcb defect detection algorithms and to propose an optimal approach to improve the technique;2015.0;M Borthakur, A Latne, P Kulkarni;Citeseer;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.695.8702&rep=rep1&type=pdf
Survey on different methods for Defect Detection;2016.0;B Patel, H Bhaidasna;academia.edu;https://www.academia.edu/download/54675663/IRJET-V3I2214.pdf
CTIMS: Automated Defect Detection Framework Using Computed Tomography;2022.0;HA Gabbar, A Chahid, MJA Khan, OG Adegboro…;mdpi.com;https://www.mdpi.com/2076-3417/12/4/2175
Texture defect detection method based on H-image and Hotteling model T2;2014.0;A Rebhi, S Abid, F Fnaiech;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6834589/
Surface defect detection and Neural Network recognition of automotive body panels;2015.0;MZB Edris, MS Jawad, Z Zakaria;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7482169/
Use of genetic artificial neural networks and spectral imaging for defect detection on cherries;2000.0;D Guyer, X Yang;Elsevier;https://www.sciencedirect.com/science/article/pii/S0168169900001460
Automatic defect detection of patterned fabric by using RB method and independent component analysis;2012.0;RKR Ananthavaram, OS Rao, M Prasad;Citeseer;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.690.8045&rep=rep1&type=pdf
An efficient network for surface defect detection;2020.0;Z Lin, H Ye, B Zhan, X Huang;mdpi.com;https://www.mdpi.com/815336
Temporal and spatial deep learning network for infrared thermal defect detection;2019.0;Q Luo, B Gao, WL Woo, Y Yang;Elsevier;https://www.sciencedirect.com/science/article/pii/S0963869519301355
Pixel-Wise Semisupervised Fabric Defect Detection Method Combined With Multitask Mean Teacher;2022.0;L Shao, E Zhang, Q Ma, M Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9741850/
Object Defect Detection Based on Data Fusion of 3D Point Cloud and 2D Image;2022.0;W Zhang, F Zhou, Y Liu, P Sun, Y Chen…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1361-6501/ac93a3/meta
Accurate Glass Insulators Defect Detection in Power Transmission Grids using Aerial Image Augmentation;2022.0;Y Cao, H Xu, C Su, Q Yang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9870562/
A sobel operator combined with patch statistics algorithm for fabric defect detection;2020.0;J Jiang, Z Jin, B Wang, L Ma, Y Cui;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO202011161036172.page
Deep learning for automated defect detection in high-reliability electronic parts;2019.0;EA Donahue, TT Quach, K Potter…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11139/1113907/Deep-learning-for-automated-defect-detection-in-high-reliability-electronic/10.1117/12.2529584.short
Surface defect detection of cylindrical lithium-ion battery by multiscale image augmentation and classification;2021.0;HK Dandage, KM Lin, HH Lin, YJ Chen…;World Scientific;https://www.worldscientific.com/doi/abs/10.1142/S0217979221400117
Insulator defect detection for power grid based on light correction enhancement and YOLOv5 model;2022.0;Y Li, M Ni, Y Lu;Elsevier;https://www.sciencedirect.com/science/article/pii/S2352484722014718
Automatic paint defect detection and classification of car body;2011.0;P Kamani, E Noursadeghi, A Afshar…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6121575/
Time-lapse thermography for building defect detection;2015.0;M Fox, D Coley, S Goodhew, P De Wilde;Elsevier;https://www.sciencedirect.com/science/article/pii/S0378778815000274
Unsupervised defect detection in textiles based on Fourier analysis and wavelet shrinkage;2015.0;GH Hu, QH Wang, GH Zhang;opg.optica.org;https://opg.optica.org/abstract.cfm?uri=ao-54-10-2963
TLU-net: a deep learning approach for automatic steel surface defect detection;2021.0;P Damacharla, A Rao, J Ringenberg…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9462060/
A mobile vision inspection system for tiny defect detection on smooth car-body surfaces based on deep ensemble learning;2019.0;F Chang, M Liu, M Dong, Y Duan;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1361-6501/ab1467/meta
Research on rail surface defect detection method based on UAV images;2018.0;Y Wu, Y Qin, L Jia;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8603408/
Defect detection within a pipe using ultrasound excited thermography;2007.0;JW Cho, YC Seo, SH Jung, SH Kim…;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO200735822486149.page
Typical defect detection technology of transmission line based on deep learning;2019.0;W Wanguo, W Zhenli, L Bin, Y Yuechen…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8996643/
Matching for shape defect detection;1999.0;D Chetverikov, Y Khenokh;Springer;https://link.springer.com/chapter/10.1007/3-540-48375-6_44
Fusing Multilevel Deep Features for Fabric Defect Detection Based NTV-RPCA;2020.0;Y Dong, J Wang, C Li, Z Liu, J Xi, A Zhang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9186125/
A machine vision-based defect detection system for nuclear-fuel rod groove;2022.0;X Suo, J Liu, L Dong, C Shengfeng, L Enhui…;Springer;https://link.springer.com/article/10.1007/s10845-021-01746-7
Development of OLED panel defect detection system through improved Otsu algorithm;2012.0;J Gao, Z Wang, Y Liu, C Jian, X Chen;Springer;https://link.springer.com/chapter/10.1007/978-3-642-33515-0_13
Defect detection and preventive maintenance prioritization of distribution cubicles by infrared statistical image processing;2013.0;BJ Eini, A Saghaei, SH Hosseini, A Hamedanian;IET;https://digital-library.theiet.org/content/conferences/10.1049/cp.2013.0535
Automatic thresholding for defect detection by background histogram mode extents;2015.0;M Aminzadeh, T Kurfess;Elsevier;https://www.sciencedirect.com/science/article/pii/S0278612515000722
Automatic defect detection inspectacles and glass bottles based on Fuzzy C Means Clustering;2013.0;J George, S Janardhana, J Jaya…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6675901/
Fabric defect detection based on wavelet characteristics;2008.0;S Guan, X Shi, H Cui, Y Song;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4756583/
A novel approach of standard data base generation for defect detection in bare PCB;2015.0;M Kumar, NK Singh, M Kumar…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7148363/
Defect Detection Scheme for Key Equipment of Transmission Line for Complex Environment;2022.0;J Wang, F Deng, B Wei;mdpi.com;https://www.mdpi.com/1746428
A fabric defect detection algorithm via context-based local texture saliency analysis;2015.0;Z Liu, C Li, Q Zhao, L Liao, Y Dong;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJCST-02-2014-0028/full/html
Defect detection using feature point matching for non-repetitive patterned images;2014.0;HW Kim, SI Yoo;Springer;https://link.springer.com/article/10.1007/s10044-012-0305-7
A new approach for defect detection in X-ray CT images;2002.0;H Eisele, FA Hamprecht;Springer;https://link.springer.com/chapter/10.1007/3-540-45783-6_42
A defect-sensitive loss function based on Siamese network to defect detection with imbalanced samples;2021.0;C Luan, Z Jing, J Zuo;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1802/4/042085/meta
Intelligent defect detection method of photovoltaic modules based on deep learning;2018.0;B Ni, P Zou, Q Li, Y Chen;atlantis-press.com;https://www.atlantis-press.com/proceedings/tlicsc-18/25907234
Automated defect detection for sewer pipeline inspection and condition assessment;2009.0;W Guo, L Soibelman, JH Garrett Jr;Elsevier;https://www.sciencedirect.com/science/article/pii/S0926580508001842
Automated defect detection in sewer closed circuit television images using histograms of oriented gradients and support vector machine;2014.0;MR Halfawy, J Hengmeechai;Elsevier;https://www.sciencedirect.com/science/article/pii/S0926580513001805
TFT-LCD Mura defect detection based on ICA and multi-channels fusion;2016.0;X Wang, R Dong, B Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7726249/
Fabric defect detection using deep learning;2016.0;A Şeker, KA Peker, AG Yüksek…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7496020/
A traverse inspection system for high precision visual on-loom fabric defect detection;2014.0;D Schneider, T Holtermann, D Merhof;Springer;https://link.springer.com/article/10.1007/s00138-014-0600-y
A performance evaluation of defect detection by using denoising autoencoder generative adversarial networks;2018.0;K Komoto, S Nakatsuka, H Aizawa…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8369766/
An end-to-end defect detection method for mobile phone light guide plate via multitask learning;2021.0;Y Li, J Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9335291/
Pavement defect detection with fully convolutional network and an uncertainty framework;2020.0;Z Tong, D Yuan, J Gao, Z Wang;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12533
Fast surface defect detection using improved Gabor filters;2018.0;J Ma, Y Wang, C Shi, C Lu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8451351/
Multiclass defect detection and classification in weld radiographic images using geometric and texture features;2010.0;I Valavanis, D Kosmopoulos;Elsevier;https://www.sciencedirect.com/science/article/pii/S0957417410003829
Tyre defect detection based on GLCM and gabor filter;2019.0;MA Shabir, MU Hassan, X Yu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9022777/
A vision-based system for real-time defect detection: a rubber compound part case study;2020.0;P Stavropoulos, A Papacharalampopoulos, D Petridis;Elsevier;https://www.sciencedirect.com/science/article/pii/S2212827120310386
Fabric defect detection based on separate convolutional UNet;2022.0;L Cheng, J Yi, A Chen, Y Zhang;Springer;https://link.springer.com/article/10.1007/s11042-022-13568-7
Integrating multispectral reflectance and fluorescence imaging for defect detection on apples;2006.0;D Ariana, DE Guyer, B Shrestha;Elsevier;https://www.sciencedirect.com/science/article/pii/S0168169905001729
Segmentation techniques for external defect detection in pome fruits;2017.0;AK Dubey, T Vyas, M Thukral;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8342501/
Defect Detection for Polymeric Polarizer Based on Faster R-CNN.;2018.0;H Lei, B Wang, H Wu, A Wang;bit.kuas.edu.tw;http://bit.kuas.edu.tw/~jihmsp/2018/vol9/Number6/JIH-MSP-2018-11-006.pdf
Efficient real-time defect detection for spillway tunnel using deep learning;2021.0;C Feng, H Zhang, Y Li, S Wang, H Wang;Springer;https://link.springer.com/article/10.1007/s11554-021-01130-x
Deep learning based 3D defect detection system using photometric stereo illumination;2019.0;JH Lee, HM Oh, MY Kim;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8669005/
